zipcode,month,total_rat_sightings,mature_rat_sightings,resolved_within_30_days,not_resolved_within_30_days,percent_resolved_within_30_days,median_resolution_days,average_resolution_days,p90_resolution_days,represented_inspections,inspected_restaurants,inspections_with_04k,percent_inspections_with_04k
11365,2025-05-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,8,8,1,12.50
11365,2025-06-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,2,2,0,0.00
11365,2025-07-01T00:00:00.000Z,null,null,null,null,null,null,null,null,6,6,0,0.00
11365,2025-08-01T00:00:00.000Z,null,null,null,null,null,null,null,null,3,3,0,0.00
11365,2025-09-01T00:00:00.000Z,null,null,null,null,null,null,null,null,3,3,0,0.00
11365,2025-10-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,6,6,0,0.00
11365,2025-11-01T00:00:00.000Z,1,1,1,0,100.00,5.08,5.08,5.08,4,4,0,0.00
11365,2025-12-01T00:00:00.000Z,null,null,null,null,null,null,null,null,4,4,0,0.00
11365,2026-01-01T00:00:00.000Z,3,3,3,0,100.00,0.0,1.65,4.96,5,5,1,20.00
11365,2026-02-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,2,2,0,0.00
11365,2026-03-01T00:00:00.000Z,7,7,7,0,100.00,0.0,2.58,16.21,2,2,1,50.00
11365,2026-04-01T00:00:00.000Z,1,1,0,1,0.00,67.33,67.33,67.33,8,8,0,0.00
11365,2026-05-01T00:00:00.000Z,null,null,null,null,null,null,null,null,10,10,0,0.00
11365,2026-06-01T00:00:00.000Z,1,1,1,0,100.00,9.71,9.71,9.71,2,2,0,0.00
11365,2026-07-01T00:00:00.000Z,4,4,4,0,100.00,5.85,7.95,16.88,3,3,0,0.00
11365,2026-08-01T00:00:00.000Z,2,1,1,0,100.00,1.96,1.96,1.96,3,3,0,0.00
11365,2026-09-01T00:00:00.000Z,1,0,0,0,null,null,null,null,6,6,0,0.00
11366,2025-01-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,8,8,0,0.00
11366,2025-02-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
11366,2025-03-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
11366,2025-04-01T00:00:00.000Z,4,4,4,0,100.00,0.0,0.00,0.00,1,1,0,0.00
11366,2025-05-01T00:00:00.000Z,6,6,6,0,100.00,0.46,0.82,2.96,8,7,0,0.00
11366,2025-07-01T00:00:00.000Z,null,null,null,null,null,null,null,null,7,7,0,0.00
11366,2025-08-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,6,6,0,0.00
11366,2025-09-01T00:00:00.000Z,2,2,2,0,100.00,1.04,1.04,2.08,4,4,0,0.00
11366,2025-10-01T00:00:00.000Z,3,3,3,0,100.00,0.0,6.38,19.13,4,4,0,0.00
11366,2025-11-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,2,2,0,0.00
11366,2025-12-01T00:00:00.000Z,null,null,null,null,null,null,null,null,7,7,1,14.29
11366,2026-01-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,2,2,0,0.00
11366,2026-03-01T00:00:00.000Z,null,null,null,null,null,null,null,null,6,6,0,0.00
11366,2026-04-01T00:00:00.000Z,1,1,1,0,100.00,1.21,1.21,1.21,null,null,null,null
11366,2026-05-01T00:00:00.000Z,2,2,1,1,50.00,63.63,63.63,97.29,11,10,1,9.09
11366,2026-06-01T00:00:00.000Z,null,null,null,null,null,null,null,null,5,5,1,20.00
11366,2026-07-01T00:00:00.000Z,2,2,2,0,100.00,12.77,12.77,14.29,2,2,0,0.00
11366,2026-08-01T00:00:00.000Z,1,0,0,0,null,null,null,null,5,5,1,20.00
11366,2026-09-01T00:00:00.000Z,3,0,0,0,null,null,null,null,5,5,0,0.00
11367,2025-01-01T00:00:00.000Z,7,7,7,0,100.00,0.0,0.83,4.79,1,1,0,0.00
11367,2025-02-01T00:00:00.000Z,2,2,2,0,100.00,0.46,0.46,0.92,8,8,0,0.00
11367,2025-03-01T00:00:00.000Z,6,6,6,0,100.00,0.0,0.36,2.17,2,2,0,0.00
11367,2025-04-01T00:00:00.000Z,9,9,9,0,100.00,0.0,0.36,1.54,3,3,0,0.00
11367,2025-05-01T00:00:00.000Z,10,10,10,0,100.00,0.0,0.79,3.50,4,4,0,0.00
11367,2025-06-01T00:00:00.000Z,6,6,6,0,100.00,0.0,0.09,0.54,null,null,null,null
11367,2025-07-01T00:00:00.000Z,5,5,5,0,100.00,0.0,0.13,0.67,5,5,0,0.00
11367,2025-08-01T00:00:00.000Z,16,16,16,0,100.00,0.0,1.88,4.96,2,2,0,0.00
11367,2025-09-01T00:00:00.000Z,null,null,null,null,null,null,null,null,3,3,0,0.00
11367,2025-10-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.22,0.67,2,2,0,0.00
11367,2025-11-01T00:00:00.000Z,1,1,1,0,100.00,0.54,0.54,0.54,null,null,null,null
11367,2025-12-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,2,2,0,0.00
11367,2026-01-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,4,4,0,0.00
11367,2026-02-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,null,null,null,null
11367,2026-03-01T00:00:00.000Z,6,6,6,0,100.00,0.0,0.32,1.92,2,2,0,0.00
11367,2026-04-01T00:00:00.000Z,5,5,4,1,80.00,27.33,21.37,32.04,3,3,0,0.00
11367,2026-05-01T00:00:00.000Z,14,14,7,7,50.00,26.29,45.42,91.04,1,1,0,0.00
11367,2026-06-01T00:00:00.000Z,12,12,7,5,58.33,12.06,24.50,54.21,6,4,0,0.00
11367,2026-07-01T00:00:00.000Z,10,10,5,5,50.00,10.38,14.34,27.79,5,5,0,0.00
11367,2026-08-01T00:00:00.000Z,3,3,0,3,0.00,null,null,null,2,2,0,0.00
11367,2026-09-01T00:00:00.000Z,3,0,0,0,null,null,null,null,4,3,0,0.00
11368,2025-01-01T00:00:00.000Z,4,4,4,0,100.00,0.1,0.20,0.58,18,18,0,0.00
11368,2025-02-01T00:00:00.000Z,7,7,7,0,100.00,0.0,0.00,0.00,17,17,0,0.00
11368,2025-03-01T00:00:00.000Z,8,8,8,0,100.00,0.0,0.00,0.00,25,25,1,4.00
11368,2025-04-01T00:00:00.000Z,13,13,13,0,100.00,0.0,0.15,0.88,22,22,0,0.00
11368,2025-05-01T00:00:00.000Z,8,8,8,0,100.00,0.0,0.35,2.83,20,20,0,0.00
11368,2025-06-01T00:00:00.000Z,14,14,14,0,100.00,0.0,0.07,0.00,16,15,0,0.00
11368,2025-07-01T00:00:00.000Z,17,17,17,0,100.00,0.0,0.55,2.46,21,21,1,4.76
11368,2025-08-01T00:00:00.000Z,13,13,13,0,100.00,0.0,0.30,0.96,21,20,0,0.00
11368,2025-09-01T00:00:00.000Z,10,10,10,0,100.00,0.0,0.46,0.04,15,15,1,6.67
11368,2025-10-01T00:00:00.000Z,7,7,7,0,100.00,0.0,0.10,0.67,33,29,0,0.00
11368,2025-11-01T00:00:00.000Z,14,14,14,0,100.00,0.17,0.79,3.17,32,32,0,0.00
11368,2025-12-01T00:00:00.000Z,9,9,9,0,100.00,0.0,0.31,1.17,31,31,0,0.00
11368,2026-01-01T00:00:00.000Z,4,4,4,0,100.00,0.42,0.43,0.88,26,25,0,0.00
11368,2026-02-01T00:00:00.000Z,6,6,6,0,100.00,0.0,2.61,15.67,13,13,0,0.00
11368,2026-03-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,25,25,2,8.00
11368,2026-04-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,24,24,2,8.33
11368,2026-05-01T00:00:00.000Z,11,11,9,2,81.82,11.06,19.25,22.83,13,13,1,7.69
11368,2026-06-01T00:00:00.000Z,30,30,14,16,46.67,19.17,29.68,52.63,25,25,1,4.00
11368,2026-07-01T00:00:00.000Z,7,7,5,2,71.43,17.6,22.95,68.29,28,27,2,7.14
11368,2026-08-01T00:00:00.000Z,17,11,8,3,72.73,15.88,21.33,39.08,33,29,1,3.03
11368,2026-09-01T00:00:00.000Z,4,0,0,0,null,null,null,null,16,15,0,0.00
11369,2025-01-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,9,9,0,0.00
11369,2025-02-01T00:00:00.000Z,4,4,4,0,100.00,0.0,0.00,0.00,2,2,0,0.00
11369,2025-03-01T00:00:00.000Z,6,6,6,0,100.00,0.0,0.16,0.96,1,1,0,0.00
11369,2025-04-01T00:00:00.000Z,9,9,9,0,100.00,0.0,0.13,1.17,5,5,0,0.00
11369,2025-05-01T00:00:00.000Z,4,4,4,0,100.00,0.0,0.00,0.00,6,6,0,0.00
11369,2025-06-01T00:00:00.000Z,11,11,11,0,100.00,0.0,0.32,0.88,1,1,0,0.00
11369,2025-07-01T00:00:00.000Z,10,10,10,0,100.00,0.0,0.17,0.54,6,6,0,0.00
11369,2025-08-01T00:00:00.000Z,9,9,9,0,100.00,0.0,1.35,12.00,6,4,0,0.00
11369,2025-09-01T00:00:00.000Z,7,7,7,0,100.00,0.0,0.15,1.04,2,2,0,0.00
11369,2025-10-01T00:00:00.000Z,9,9,9,0,100.00,0.0,0.75,6.75,5,5,0,0.00
11369,2025-11-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,2,2,0,0.00
11369,2025-12-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,1,1,0,0.00
11369,2026-01-01T00:00:00.000Z,1,1,1,0,100.00,1.71,1.71,1.71,3,3,0,0.00
11369,2026-02-01T00:00:00.000Z,6,6,6,0,100.00,0.0,0.00,0.00,5,5,0,0.00
11369,2026-03-01T00:00:00.000Z,11,11,10,1,90.91,0.0,14.03,1.96,9,8,1,11.11
11369,2026-04-01T00:00:00.000Z,5,5,5,0,100.00,18.13,16.12,25.08,null,null,null,null
11369,2026-05-01T00:00:00.000Z,5,5,3,2,60.00,18.38,24.99,57.29,3,3,0,0.00
11369,2026-06-01T00:00:00.000Z,9,9,6,3,66.67,18.44,19.07,27.96,4,4,0,0.00
11369,2026-07-01T00:00:00.000Z,6,6,4,2,66.67,14.85,12.59,15.38,1,1,0,0.00
11369,2026-08-01T00:00:00.000Z,7,5,3,2,60.00,11.33,14.01,21.33,9,8,0,0.00
11369,2026-09-01T00:00:00.000Z,4,0,0,0,null,null,null,null,1,1,0,0.00
11370,2025-01-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,1,1,0,0.00
11370,2025-02-01T00:00:00.000Z,3,3,3,0,100.00,0.0,1.43,4.29,1,1,0,0.00
11370,2025-03-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,2,2,0,0.00
11370,2025-04-01T00:00:00.000Z,5,5,5,0,100.00,0.0,0.12,0.58,2,2,0,0.00
11370,2025-05-01T00:00:00.000Z,5,5,5,0,100.00,0.0,0.00,0.00,2,2,0,0.00
11370,2025-06-01T00:00:00.000Z,10,10,10,0,100.00,0.0,0.15,0.00,null,null,null,null
11370,2025-07-01T00:00:00.000Z,1,1,1,0,100.00,1.67,1.67,1.67,1,1,0,0.00
11370,2025-08-01T00:00:00.000Z,6,6,6,0,100.00,0.0,0.00,0.00,null,null,null,null
11370,2025-09-01T00:00:00.000Z,6,6,6,0,100.00,0.0,0.00,0.00,2,2,0,0.00
11370,2025-10-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,1,1,0,0.00
11370,2025-11-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,1,1,0,0.00
11370,2025-12-01T00:00:00.000Z,2,2,2,0,100.00,1.9,1.90,3.79,2,2,0,0.00
11370,2026-01-01T00:00:00.000Z,1,1,1,0,100.00,0.96,0.96,0.96,null,null,null,null
11370,2026-03-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,4,4,0,0.00
11370,2026-04-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,1,1,0,0.00
11370,2026-05-01T00:00:00.000Z,5,5,3,2,60.00,27.04,20.46,32.08,1,1,0,0.00
11370,2026-06-01T00:00:00.000Z,4,4,4,0,100.00,13.63,13.88,22.00,3,3,0,0.00
11370,2026-07-01T00:00:00.000Z,2,2,1,1,50.00,8.83,8.83,8.83,2,2,0,0.00
11370,2026-08-01T00:00:00.000Z,3,1,1,0,100.00,9.38,9.38,9.38,2,2,1,50.00
11370,2026-09-01T00:00:00.000Z,3,0,0,0,null,null,null,null,null,null,null,null
11371,2025-07-01T00:00:00.000Z,null,null,null,null,null,null,null,null,8,8,0,0.00
11372,2025-01-01T00:00:00.000Z,11,11,11,0,100.00,0.42,0.51,0.71,28,28,1,3.57
11372,2025-02-01T00:00:00.000Z,5,5,5,0,100.00,0.0,1.55,4.00,33,33,1,3.03
11372,2025-03-01T00:00:00.000Z,12,12,12,0,100.00,0.0,0.57,3.00,27,26,3,11.11
11372,2025-04-01T00:00:00.000Z,7,7,7,0,100.00,0.0,0.19,0.79,34,34,0,0.00
11372,2025-05-01T00:00:00.000Z,1,1,1,0,100.00,1.75,1.75,1.75,35,35,1,2.86
11372,2025-06-01T00:00:00.000Z,17,17,17,0,100.00,0.04,0.64,1.83,23,22,4,17.39
11372,2025-07-01T00:00:00.000Z,10,10,10,0,100.00,0.0,0.00,0.00,32,29,0,0.00
11372,2025-08-01T00:00:00.000Z,12,12,12,0,100.00,0.0,0.26,0.58,37,36,1,2.70
11372,2025-09-01T00:00:00.000Z,10,10,10,0,100.00,0.0,1.03,2.63,27,27,0,0.00
11372,2025-10-01T00:00:00.000Z,4,4,4,0,100.00,0.0,0.95,3.79,34,33,0,0.00
11372,2025-11-01T00:00:00.000Z,6,6,6,0,100.00,0.0,0.65,2.04,47,46,0,0.00
11372,2025-12-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,48,45,0,0.00
11372,2026-01-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,28,26,3,10.71
11372,2026-02-01T00:00:00.000Z,7,7,7,0,100.00,0.0,3.32,12.58,33,33,1,3.03
11372,2026-03-01T00:00:00.000Z,4,4,4,0,100.00,0.79,0.91,2.04,28,28,1,3.57
11372,2026-04-01T00:00:00.000Z,2,2,2,0,100.00,9.31,9.31,18.42,35,33,0,0.00
11372,2026-05-01T00:00:00.000Z,18,18,11,7,61.11,12.42,38.27,100.25,21,21,1,4.76
11372,2026-06-01T00:00:00.000Z,5,5,5,0,100.00,15.25,15.19,20.63,14,13,0,0.00
11372,2026-07-01T00:00:00.000Z,12,12,8,4,66.67,6.79,16.65,41.08,44,41,2,4.55
11372,2026-08-01T00:00:00.000Z,4,4,2,2,50.00,21.33,21.33,21.33,44,42,1,2.27
11372,2026-09-01T00:00:00.000Z,2,0,0,0,null,null,null,null,22,21,0,0.00
11373,2025-01-01T00:00:00.000Z,6,6,6,0,100.00,0.0,0.92,2.79,40,37,1,2.50
11373,2025-02-01T00:00:00.000Z,4,4,4,0,100.00,0.0,0.26,1.04,16,16,0,0.00
11373,2025-03-01T00:00:00.000Z,7,7,7,0,100.00,0.0,1.25,5.00,22,21,3,13.64
11373,2025-04-01T00:00:00.000Z,5,5,5,0,100.00,0.0,0.03,0.13,28,28,2,7.14
11373,2025-05-01T00:00:00.000Z,9,9,9,0,100.00,0.0,0.00,0.00,23,23,1,4.35
11373,2025-06-01T00:00:00.000Z,8,8,8,0,100.00,0.0,0.31,1.96,22,21,1,4.55
11373,2025-07-01T00:00:00.000Z,13,13,13,0,100.00,0.0,2.68,2.67,22,19,1,4.55
11373,2025-08-01T00:00:00.000Z,8,8,8,0,100.00,0.0,1.20,7.79,35,35,1,2.86
11373,2025-09-01T00:00:00.000Z,6,6,6,0,100.00,0.0,0.68,3.04,20,19,0,0.00
11373,2025-10-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,18,18,2,11.11
11373,2025-11-01T00:00:00.000Z,3,3,3,0,100.00,2.88,2.76,5.42,22,21,2,9.09
11373,2025-12-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,31,29,0,0.00
11373,2026-01-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,16,16,1,6.25
11373,2026-02-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,16,16,0,0.00
11373,2026-03-01T00:00:00.000Z,5,5,5,0,100.00,0.0,0.00,0.00,14,14,1,7.14
11373,2026-04-01T00:00:00.000Z,3,3,3,0,100.00,0.0,5.99,17.96,21,20,0,0.00
11373,2026-05-01T00:00:00.000Z,4,4,1,3,25.00,18.17,18.17,18.17,23,23,0,0.00
11373,2026-06-01T00:00:00.000Z,7,7,4,3,57.14,14.5,16.03,27.08,30,27,1,3.33
11373,2026-07-01T00:00:00.000Z,6,6,4,2,66.67,11.75,11.59,15.96,27,27,0,0.00
11373,2026-08-01T00:00:00.000Z,13,4,1,3,25.00,34.44,34.44,38.50,21,20,0,0.00
11373,2026-09-01T00:00:00.000Z,2,0,0,0,null,null,null,null,14,14,1,7.14
11374,2025-01-01T00:00:00.000Z,8,8,8,0,100.00,0.0,0.27,0.96,5,5,0,0.00
11374,2025-02-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,7,7,0,0.00
11374,2025-03-01T00:00:00.000Z,16,16,16,0,100.00,0.0,0.83,1.92,3,3,0,0.00
11374,2025-04-01T00:00:00.000Z,13,13,13,0,100.00,0.0,0.84,2.46,5,5,0,0.00
11374,2025-05-01T00:00:00.000Z,11,11,11,0,100.00,1.54,2.78,8.00,10,10,1,10.00
11374,2025-06-01T00:00:00.000Z,15,15,15,0,100.00,0.0,0.52,2.58,11,11,0,0.00
11374,2025-07-01T00:00:00.000Z,24,24,24,0,100.00,0.0,0.48,1.96,11,11,0,0.00
11374,2025-08-01T00:00:00.000Z,18,18,18,0,100.00,0.5,2.55,11.54,5,5,0,0.00
11374,2025-09-01T00:00:00.000Z,14,14,14,0,100.00,0.56,1.26,3.96,3,3,0,0.00
11374,2025-10-01T00:00:00.000Z,6,6,6,0,100.00,0.0,3.26,10.96,8,8,1,12.50
11374,2025-11-01T00:00:00.000Z,6,6,6,0,100.00,0.83,0.90,1.88,3,3,0,0.00
11374,2025-12-01T00:00:00.000Z,null,null,null,null,null,null,null,null,7,7,0,0.00
11374,2026-01-01T00:00:00.000Z,3,3,3,0,100.00,3.83,3.18,5.67,3,3,0,0.00
11374,2026-02-01T00:00:00.000Z,6,6,6,0,100.00,0.0,3.62,11.29,6,6,0,0.00
11374,2026-03-01T00:00:00.000Z,9,9,9,0,100.00,0.0,0.63,4.79,8,8,0,0.00
11374,2026-04-01T00:00:00.000Z,14,14,12,2,85.71,3.06,21.07,114.71,10,10,0,0.00
11374,2026-05-01T00:00:00.000Z,19,19,11,8,57.89,16.63,39.39,96.17,13,13,0,0.00
11374,2026-06-01T00:00:00.000Z,17,17,13,4,76.47,9.88,19.67,57.33,6,6,0,0.00
11374,2026-07-01T00:00:00.000Z,10,10,7,3,70.00,14.35,16.20,36.75,8,8,0,0.00
11374,2026-08-01T00:00:00.000Z,7,6,1,5,16.67,2.79,2.79,2.79,9,9,0,0.00
11374,2026-09-01T00:00:00.000Z,5,0,0,0,null,null,null,null,4,4,1,25.00
11375,2025-01-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.64,1.92,15,15,0,0.00
11375,2025-02-01T00:00:00.000Z,6,6,6,0,100.00,0.0,2.38,11.71,15,15,1,6.67
11375,2025-03-01T00:00:00.000Z,13,13,13,0,100.00,0.0,0.21,0.88,20,20,0,0.00
11375,2025-04-01T00:00:00.000Z,5,5,5,0,100.00,0.0,0.37,1.83,11,11,0,0.00
11375,2025-05-01T00:00:00.000Z,16,16,16,0,100.00,0.0,0.13,0.67,18,18,0,0.00
11375,2025-06-01T00:00:00.000Z,10,10,10,0,100.00,0.0,0.10,0.00,11,11,0,0.00
11375,2025-07-01T00:00:00.000Z,10,10,10,0,100.00,0.0,0.08,0.00,14,14,0,0.00
11375,2025-08-01T00:00:00.000Z,24,24,24,0,100.00,0.0,0.74,2.83,29,29,1,3.45
11375,2025-09-01T00:00:00.000Z,19,19,19,0,100.00,0.0,0.64,3.71,15,15,0,0.00
11375,2025-10-01T00:00:00.000Z,14,14,14,0,100.00,0.33,2.19,9.79,13,13,1,7.69
11375,2025-11-01T00:00:00.000Z,4,4,4,0,100.00,0.0,0.91,3.63,7,7,0,0.00
11375,2025-12-01T00:00:00.000Z,5,5,5,0,100.00,0.0,0.37,1.83,25,25,0,0.00
11375,2026-01-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,9,9,0,0.00
11375,2026-02-01T00:00:00.000Z,5,5,5,0,100.00,0.0,4.33,12.54,5,5,0,0.00
11375,2026-03-01T00:00:00.000Z,6,6,5,1,83.33,0.0,29.17,175.00,23,22,2,8.70
11375,2026-04-01T00:00:00.000Z,12,12,10,2,83.33,2.98,22.82,101.83,20,20,1,5.00
11375,2026-05-01T00:00:00.000Z,14,14,5,9,35.71,18.21,37.56,101.21,15,14,0,0.00
11375,2026-06-01T00:00:00.000Z,6,6,5,1,83.33,15.83,18.01,40.46,29,27,2,6.90
11375,2026-07-01T00:00:00.000Z,7,7,4,3,57.14,13.25,13.21,16.38,16,14,0,0.00
11375,2026-08-01T00:00:00.000Z,10,5,3,2,60.00,13.5,12.15,13.50,24,22,0,0.00
11375,2026-09-01T00:00:00.000Z,5,0,0,0,null,null,null,null,9,9,0,0.00
11377,2025-01-01T00:00:00.000Z,24,24,24,0,100.00,0.73,2.26,5.88,14,14,0,0.00
11377,2025-02-01T00:00:00.000Z,6,6,6,0,100.00,0.0,0.00,0.00,22,20,0,0.00
11377,2025-03-01T00:00:00.000Z,15,15,15,0,100.00,0.0,0.18,0.08,11,11,0,0.00
11377,2025-04-01T00:00:00.000Z,15,15,15,0,100.00,0.0,0.06,0.00,16,16,0,0.00
11377,2025-05-01T00:00:00.000Z,19,19,19,0,100.00,0.0,0.11,0.67,23,22,2,8.70
11377,2025-06-01T00:00:00.000Z,21,21,21,0,100.00,0.0,0.28,0.21,5,5,2,40.00
11377,2025-07-01T00:00:00.000Z,11,11,11,0,100.00,0.0,0.31,0.92,24,20,2,8.33
11377,2025-08-01T00:00:00.000Z,17,17,17,0,100.00,0.0,0.99,2.04,13,13,1,7.69
11377,2025-09-01T00:00:00.000Z,16,16,16,0,100.00,0.0,0.35,0.71,12,12,2,16.67
11377,2025-10-01T00:00:00.000Z,8,8,8,0,100.00,0.0,0.00,0.00,20,17,1,5.00
11377,2025-11-01T00:00:00.000Z,9,9,9,0,100.00,0.0,0.11,0.96,21,20,0,0.00
11377,2025-12-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,33,31,0,0.00
11377,2026-01-01T00:00:00.000Z,5,5,5,0,100.00,0.0,0.46,1.75,15,15,1,6.67
11377,2026-02-01T00:00:00.000Z,4,4,4,0,100.00,9.06,8.27,14.96,16,16,0,0.00
11377,2026-03-01T00:00:00.000Z,7,7,7,0,100.00,0.0,0.00,0.00,13,13,0,0.00
11377,2026-04-01T00:00:00.000Z,8,8,7,1,87.50,18.06,18.06,36.17,20,20,0,0.00
11377,2026-05-01T00:00:00.000Z,14,14,7,7,50.00,37.5,45.76,96.04,16,15,0,0.00
11377,2026-06-01T00:00:00.000Z,16,16,12,4,75.00,7.63,9.10,13.04,16,16,0,0.00
11377,2026-07-01T00:00:00.000Z,14,14,10,4,71.43,11.83,13.22,16.83,37,34,1,2.70
11377,2026-08-01T00:00:00.000Z,12,9,4,5,44.44,28.21,22.56,37.00,18,18,0,0.00
11377,2026-09-01T00:00:00.000Z,5,0,0,0,null,null,null,null,3,3,0,0.00
11378,2025-01-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,7,7,1,14.29
11378,2025-02-01T00:00:00.000Z,7,7,7,0,100.00,0.0,0.13,0.88,11,10,0,0.00
11378,2025-03-01T00:00:00.000Z,9,9,9,0,100.00,0.0,0.61,3.00,2,2,0,0.00
11378,2025-04-01T00:00:00.000Z,10,10,10,0,100.00,0.0,0.15,0.58,7,7,0,0.00
11378,2025-05-01T00:00:00.000Z,14,14,14,0,100.00,0.44,1.41,4.08,6,6,0,0.00
11378,2025-06-01T00:00:00.000Z,18,18,18,0,100.00,0.0,0.16,0.63,8,8,1,12.50
11378,2025-07-01T00:00:00.000Z,16,16,16,0,100.00,0.0,0.25,0.79,10,9,0,0.00
11378,2025-08-01T00:00:00.000Z,8,8,8,0,100.00,0.0,0.45,2.75,7,7,0,0.00
11378,2025-09-01T00:00:00.000Z,5,5,5,0,100.00,0.0,0.17,0.83,4,4,0,0.00
11378,2025-10-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,9,9,0,0.00
11378,2025-11-01T00:00:00.000Z,null,null,null,null,null,null,null,null,8,8,0,0.00
11378,2025-12-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,16,16,0,0.00
11378,2026-01-01T00:00:00.000Z,2,2,1,1,50.00,20.44,20.44,40.88,5,5,0,0.00
11378,2026-02-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,4,4,0,0.00
11378,2026-03-01T00:00:00.000Z,4,4,4,0,100.00,0.0,2.21,8.83,6,6,0,0.00
11378,2026-04-01T00:00:00.000Z,6,6,5,1,83.33,12.4,30.34,123.13,8,8,0,0.00
11378,2026-05-01T00:00:00.000Z,10,10,8,2,80.00,16.13,20.98,33.50,5,5,0,0.00
11378,2026-06-01T00:00:00.000Z,9,9,7,2,77.78,14.13,13.90,23.25,8,8,0,0.00
11378,2026-07-01T00:00:00.000Z,3,3,1,2,33.33,27.88,27.88,27.88,9,8,0,0.00
11378,2026-08-01T00:00:00.000Z,4,3,2,1,66.67,13.96,13.96,15.92,8,8,0,0.00
11378,2026-09-01T00:00:00.000Z,3,0,0,0,null,null,null,null,7,5,0,0.00
11379,2025-01-01T00:00:00.000Z,1,1,1,0,100.00,12.04,12.04,12.04,1,1,0,0.00
11379,2025-02-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,null,null,null,null
11379,2025-03-01T00:00:00.000Z,13,13,13,0,100.00,0.0,0.37,0.92,1,1,0,0.00
11379,2025-04-01T00:00:00.000Z,10,10,10,0,100.00,0.0,0.72,3.21,5,5,0,0.00
11379,2025-05-01T00:00:00.000Z,12,12,12,0,100.00,0.0,0.14,0.58,5,5,0,0.00
11379,2025-06-01T00:00:00.000Z,20,20,20,0,100.00,0.0,0.52,3.08,6,6,0,0.00
11379,2025-07-01T00:00:00.000Z,5,5,5,0,100.00,0.0,1.73,8.17,2,2,0,0.00
11379,2025-08-01T00:00:00.000Z,14,14,14,0,100.00,0.0,1.22,4.00,3,3,0,0.00
11379,2025-09-01T00:00:00.000Z,9,9,9,0,100.00,0.0,2.63,23.71,null,null,null,null
11379,2025-10-01T00:00:00.000Z,7,7,7,0,100.00,0.0,2.17,15.04,3,3,0,0.00
11379,2025-11-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.78,2.33,null,null,null,null
11379,2025-12-01T00:00:00.000Z,4,4,4,0,100.00,0.0,1.73,6.92,7,7,0,0.00
11379,2026-01-01T00:00:00.000Z,4,4,4,0,100.00,0.0,0.00,0.00,1,1,0,0.00
11379,2026-02-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,2,2,0,0.00
11379,2026-03-01T00:00:00.000Z,13,13,13,0,100.00,0.0,0.70,1.96,2,2,0,0.00
