zipcode,month,total_rat_sightings,mature_rat_sightings,resolved_within_30_days,not_resolved_within_30_days,percent_resolved_within_30_days,median_resolution_days,average_resolution_days,p90_resolution_days,represented_inspections,inspected_restaurants,inspections_with_04k,percent_inspections_with_04k
10014,2026-05-01T00:00:00.000Z,13,13,8,5,61.54,4.33,16.22,44.21,51,50,0,0.00
10014,2026-06-01T00:00:00.000Z,13,13,12,1,92.31,7.92,10.95,28.17,26,25,0,0.00
10014,2026-07-01T00:00:00.000Z,12,12,11,1,91.67,5.77,11.73,19.13,32,30,1,3.13
10014,2026-08-01T00:00:00.000Z,7,5,4,1,80.00,24.71,20.67,33.17,37,37,0,0.00
10014,2026-09-01T00:00:00.000Z,7,0,0,0,null,null,null,null,13,13,1,7.69
10016,2025-01-01T00:00:00.000Z,8,8,8,0,100.00,0.13,0.76,3.79,32,31,1,3.13
10016,2025-02-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,25,23,0,0.00
10016,2025-03-01T00:00:00.000Z,13,13,13,0,100.00,0.0,1.49,6.33,28,25,1,3.57
10016,2025-04-01T00:00:00.000Z,8,8,8,0,100.00,0.08,2.51,9.00,32,32,1,3.13
10016,2025-05-01T00:00:00.000Z,6,6,6,0,100.00,0.17,2.03,8.96,33,33,0,0.00
10016,2025-06-01T00:00:00.000Z,8,8,8,0,100.00,0.0,1.82,8.50,21,21,0,0.00
10016,2025-07-01T00:00:00.000Z,12,12,12,0,100.00,2.1,3.06,9.67,31,31,0,0.00
10016,2025-08-01T00:00:00.000Z,15,15,15,0,100.00,0.0,1.12,5.42,29,26,0,0.00
10016,2025-09-01T00:00:00.000Z,6,6,6,0,100.00,0.0,0.10,0.63,30,30,3,10.00
10016,2025-10-01T00:00:00.000Z,4,4,4,0,100.00,0.0,0.00,0.00,48,47,0,0.00
10016,2025-11-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.86,2.58,14,14,1,7.14
10016,2025-12-01T00:00:00.000Z,5,5,5,0,100.00,0.0,0.89,4.46,44,42,0,0.00
10016,2026-01-01T00:00:00.000Z,3,3,3,0,100.00,0.0,3.35,10.04,23,23,1,4.35
10016,2026-02-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.22,0.67,53,49,4,7.55
10016,2026-03-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,29,29,0,0.00
10016,2026-04-01T00:00:00.000Z,2,2,2,0,100.00,21.96,21.96,22.04,40,36,1,2.50
10016,2026-05-01T00:00:00.000Z,6,6,5,1,83.33,16.31,19.91,31.46,17,17,0,0.00
10016,2026-06-01T00:00:00.000Z,7,7,6,1,85.71,11.71,16.55,54.83,34,34,1,2.94
10016,2026-07-01T00:00:00.000Z,4,4,2,2,50.00,27.75,27.82,46.33,34,34,0,0.00
10016,2026-08-01T00:00:00.000Z,5,4,3,1,75.00,14.9,18.61,37.29,27,26,1,3.70
10016,2026-09-01T00:00:00.000Z,8,0,0,0,null,null,null,null,23,23,0,0.00
10017,2025-01-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,24,24,0,0.00
10017,2025-02-01T00:00:00.000Z,null,null,null,null,null,null,null,null,14,14,0,0.00
10017,2025-03-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,14,14,0,0.00
10017,2025-04-01T00:00:00.000Z,null,null,null,null,null,null,null,null,25,23,1,4.00
10017,2025-05-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,26,24,1,3.85
10017,2025-06-01T00:00:00.000Z,2,2,2,0,100.00,0.75,0.75,1.50,39,39,0,0.00
10017,2025-07-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,37,36,0,0.00
10017,2025-08-01T00:00:00.000Z,4,4,4,0,100.00,0.0,0.00,0.00,34,33,1,2.94
10017,2025-09-01T00:00:00.000Z,1,1,1,0,100.00,5.5,5.50,5.50,23,23,0,0.00
10017,2025-10-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,45,43,0,0.00
10017,2025-11-01T00:00:00.000Z,2,2,2,0,100.00,1.33,1.33,2.67,15,15,0,0.00
10017,2025-12-01T00:00:00.000Z,null,null,null,null,null,null,null,null,17,17,0,0.00
10017,2026-01-01T00:00:00.000Z,null,null,null,null,null,null,null,null,18,18,0,0.00
10017,2026-02-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,18,18,0,0.00
10017,2026-03-01T00:00:00.000Z,null,null,null,null,null,null,null,null,25,24,0,0.00
10017,2026-04-01T00:00:00.000Z,null,null,null,null,null,null,null,null,53,51,0,0.00
10017,2026-05-01T00:00:00.000Z,null,null,null,null,null,null,null,null,24,22,0,0.00
10017,2026-06-01T00:00:00.000Z,2,2,2,0,100.00,8.1,8.10,12.00,19,19,0,0.00
10017,2026-07-01T00:00:00.000Z,3,3,3,0,100.00,8.79,11.10,18.71,32,29,0,0.00
10017,2026-08-01T00:00:00.000Z,2,1,0,1,0.00,null,null,null,32,31,0,0.00
10017,2026-09-01T00:00:00.000Z,1,0,0,0,null,null,null,null,10,10,0,0.00
10018,2025-01-01T00:00:00.000Z,4,4,4,0,100.00,0.0,0.00,0.00,21,21,1,4.76
10018,2025-02-01T00:00:00.000Z,9,9,9,0,100.00,0.0,0.71,2.63,23,23,0,0.00
10018,2025-03-01T00:00:00.000Z,null,null,null,null,null,null,null,null,22,22,0,0.00
10018,2025-04-01T00:00:00.000Z,2,2,2,0,100.00,0.31,0.31,0.63,27,26,0,0.00
10018,2025-05-01T00:00:00.000Z,5,5,5,0,100.00,0.0,0.18,0.79,22,22,0,0.00
10018,2025-06-01T00:00:00.000Z,5,5,5,0,100.00,0.0,0.05,0.21,29,29,0,0.00
10018,2025-07-01T00:00:00.000Z,null,null,null,null,null,null,null,null,48,46,0,0.00
10018,2025-08-01T00:00:00.000Z,1,1,1,0,100.00,3.0,3.00,3.00,41,39,0,0.00
10018,2025-09-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,28,27,1,3.57
10018,2025-10-01T00:00:00.000Z,4,4,4,0,100.00,0.0,0.00,0.00,47,43,0,0.00
10018,2025-11-01T00:00:00.000Z,null,null,null,null,null,null,null,null,18,18,0,0.00
10018,2025-12-01T00:00:00.000Z,1,1,0,1,0.00,118.92,118.92,118.92,40,40,0,0.00
10018,2026-01-01T00:00:00.000Z,2,2,2,0,100.00,0.29,0.29,0.58,30,30,0,0.00
10018,2026-02-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,53,53,1,1.89
10018,2026-03-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,39,39,0,0.00
10018,2026-04-01T00:00:00.000Z,2,2,2,0,100.00,0.71,0.71,0.71,36,36,0,0.00
10018,2026-05-01T00:00:00.000Z,2,2,2,0,100.00,14.5,14.50,20.13,45,45,0,0.00
10018,2026-06-01T00:00:00.000Z,2,2,2,0,100.00,5.23,5.23,7.17,33,33,0,0.00
10018,2026-07-01T00:00:00.000Z,2,2,1,1,50.00,2.92,2.92,2.92,32,32,1,3.13
10018,2026-08-01T00:00:00.000Z,null,null,null,null,null,null,null,null,35,34,1,2.86
10018,2026-09-01T00:00:00.000Z,null,null,null,null,null,null,null,null,24,20,0,0.00
10019,2025-01-01T00:00:00.000Z,11,11,11,0,100.00,0.0,0.05,0.00,41,39,1,2.44
10019,2025-02-01T00:00:00.000Z,5,5,5,0,100.00,0.0,0.27,1.33,30,30,2,6.67
10019,2025-03-01T00:00:00.000Z,10,10,10,0,100.00,0.0,0.28,0.58,41,40,0,0.00
10019,2025-04-01T00:00:00.000Z,6,6,6,0,100.00,0.0,0.08,0.50,38,38,2,5.26
10019,2025-05-01T00:00:00.000Z,7,7,7,0,100.00,0.0,0.89,2.92,42,42,1,2.38
10019,2025-06-01T00:00:00.000Z,7,7,7,0,100.00,0.04,0.21,0.79,38,38,3,7.89
10019,2025-07-01T00:00:00.000Z,3,3,3,0,100.00,0.13,0.13,0.25,72,70,1,1.39
10019,2025-08-01T00:00:00.000Z,11,11,11,0,100.00,0.13,1.29,4.04,44,42,1,2.27
10019,2025-09-01T00:00:00.000Z,13,13,13,0,100.00,0.0,0.44,1.58,40,39,0,0.00
10019,2025-10-01T00:00:00.000Z,7,7,7,0,100.00,0.0,0.74,3.71,48,47,0,0.00
10019,2025-11-01T00:00:00.000Z,5,5,5,0,100.00,0.0,0.38,1.33,23,23,1,4.35
10019,2025-12-01T00:00:00.000Z,7,7,7,0,100.00,0.0,1.18,3.50,37,36,0,0.00
10019,2026-01-01T00:00:00.000Z,6,6,6,0,100.00,0.0,0.28,0.92,39,38,1,2.56
10019,2026-02-01T00:00:00.000Z,4,4,4,0,100.00,0.0,0.01,0.04,50,50,2,4.00
10019,2026-03-01T00:00:00.000Z,4,4,4,0,100.00,0.0,0.13,0.50,60,56,0,0.00
10019,2026-04-01T00:00:00.000Z,5,5,5,0,100.00,1.08,2.11,7.04,90,87,2,2.22
10019,2026-05-01T00:00:00.000Z,10,10,10,0,100.00,13.6,14.05,24.63,62,59,4,6.45
10019,2026-06-01T00:00:00.000Z,9,9,8,1,88.89,4.13,11.37,41.33,43,42,1,2.33
10019,2026-07-01T00:00:00.000Z,8,8,4,4,50.00,10.83,20.17,45.83,60,59,1,1.67
10019,2026-08-01T00:00:00.000Z,11,6,4,2,66.67,17.0,18.98,39.92,31,31,0,0.00
10019,2026-09-01T00:00:00.000Z,5,0,0,0,null,null,null,null,12,11,0,0.00
10020,2025-01-01T00:00:00.000Z,null,null,null,null,null,null,null,null,3,3,0,0.00
10020,2025-02-01T00:00:00.000Z,null,null,null,null,null,null,null,null,5,5,0,0.00
10020,2025-03-01T00:00:00.000Z,null,null,null,null,null,null,null,null,3,3,0,0.00
10020,2025-04-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10020,2025-05-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,1,1,0,0.00
10020,2025-06-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10020,2025-09-01T00:00:00.000Z,null,null,null,null,null,null,null,null,3,3,0,0.00
10020,2025-10-01T00:00:00.000Z,null,null,null,null,null,null,null,null,3,3,0,0.00
10020,2025-11-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10020,2025-12-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10020,2026-01-01T00:00:00.000Z,null,null,null,null,null,null,null,null,8,8,0,0.00
10020,2026-02-01T00:00:00.000Z,null,null,null,null,null,null,null,null,5,5,0,0.00
10020,2026-03-01T00:00:00.000Z,null,null,null,null,null,null,null,null,6,6,0,0.00
10020,2026-04-01T00:00:00.000Z,null,null,null,null,null,null,null,null,3,3,0,0.00
10020,2026-05-01T00:00:00.000Z,null,null,null,null,null,null,null,null,4,4,0,0.00
10020,2026-06-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10020,2026-07-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10020,2026-08-01T00:00:00.000Z,null,null,null,null,null,null,null,null,3,3,0,0.00
10020,2026-09-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10021,2025-01-01T00:00:00.000Z,6,6,6,0,100.00,0.0,0.25,0.96,13,13,0,0.00
10021,2025-02-01T00:00:00.000Z,2,2,2,0,100.00,0.31,0.31,0.63,10,9,0,0.00
10021,2025-03-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,22,19,0,0.00
10021,2025-04-01T00:00:00.000Z,4,4,4,0,100.00,0.0,0.00,0.00,18,17,0,0.00
10021,2025-05-01T00:00:00.000Z,6,6,6,0,100.00,0.0,0.36,2.17,13,13,0,0.00
10021,2025-06-01T00:00:00.000Z,6,6,6,0,100.00,0.0,0.49,2.96,7,7,0,0.00
10021,2025-07-01T00:00:00.000Z,6,6,6,0,100.00,0.0,0.00,0.00,11,11,0,0.00
10021,2025-08-01T00:00:00.000Z,11,11,11,0,100.00,0.0,0.20,0.04,6,5,0,0.00
10021,2025-09-01T00:00:00.000Z,12,12,12,0,100.00,0.0,2.05,8.04,25,24,1,4.00
10021,2025-10-01T00:00:00.000Z,6,6,6,0,100.00,0.46,1.75,5.33,9,9,0,0.00
10021,2025-11-01T00:00:00.000Z,5,5,5,0,100.00,0.0,0.66,3.29,8,8,0,0.00
10021,2025-12-01T00:00:00.000Z,8,8,8,0,100.00,0.0,0.48,2.46,16,16,0,0.00
10021,2026-01-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,11,10,0,0.00
10021,2026-02-01T00:00:00.000Z,6,6,6,0,100.00,0.31,3.22,15.79,9,9,0,0.00
10021,2026-03-01T00:00:00.000Z,5,5,5,0,100.00,0.0,0.16,0.79,16,16,0,0.00
10021,2026-04-01T00:00:00.000Z,7,7,7,0,100.00,0.0,2.14,13.83,13,13,0,0.00
10021,2026-05-01T00:00:00.000Z,6,6,6,0,100.00,13.33,11.97,25.08,17,16,0,0.00
10021,2026-06-01T00:00:00.000Z,4,4,4,0,100.00,7.46,8.77,13.88,13,13,0,0.00
10021,2026-07-01T00:00:00.000Z,14,14,13,1,92.86,6.33,9.74,28.25,20,19,0,0.00
10021,2026-08-01T00:00:00.000Z,10,10,10,0,100.00,8.31,9.15,13.17,20,19,1,5.00
10021,2026-09-01T00:00:00.000Z,5,0,0,0,null,null,null,null,7,7,1,14.29
10022,2025-01-01T00:00:00.000Z,4,4,4,0,100.00,0.35,0.63,1.79,27,25,0,0.00
10022,2025-02-01T00:00:00.000Z,8,8,8,0,100.00,0.29,1.96,11.54,15,15,1,6.67
10022,2025-03-01T00:00:00.000Z,6,6,6,0,100.00,1.92,4.16,13.71,24,24,0,0.00
10022,2025-04-01T00:00:00.000Z,9,9,9,0,100.00,0.0,0.47,3.88,34,34,0,0.00
10022,2025-05-01T00:00:00.000Z,12,12,12,0,100.00,0.0,0.55,2.71,19,17,0,0.00
10022,2025-06-01T00:00:00.000Z,12,12,12,0,100.00,0.0,1.12,4.29,30,30,0,0.00
10022,2025-07-01T00:00:00.000Z,14,14,14,0,100.00,0.0,1.66,4.96,31,31,1,3.23
10022,2025-08-01T00:00:00.000Z,4,4,4,0,100.00,0.0,0.00,0.00,23,23,0,0.00
10022,2025-09-01T00:00:00.000Z,8,8,8,0,100.00,0.0,1.31,5.58,36,36,0,0.00
10022,2025-10-01T00:00:00.000Z,2,2,2,0,100.00,3.69,3.69,7.38,28,28,2,7.14
10022,2025-11-01T00:00:00.000Z,2,2,2,0,100.00,3.06,3.06,3.13,14,14,0,0.00
10022,2025-12-01T00:00:00.000Z,1,1,1,0,100.00,5.38,5.38,5.38,48,46,1,2.08
10022,2026-01-01T00:00:00.000Z,10,10,9,1,90.00,0.0,0.20,1.04,33,33,0,0.00
10022,2026-02-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,26,26,0,0.00
10022,2026-03-01T00:00:00.000Z,5,5,5,0,100.00,1.71,1.29,3.00,44,44,2,4.55
10022,2026-04-01T00:00:00.000Z,4,4,4,0,100.00,3.48,5.64,15.13,51,48,1,1.96
10022,2026-05-01T00:00:00.000Z,7,7,6,1,85.71,18.0,22.23,83.33,42,40,1,2.38
10022,2026-06-01T00:00:00.000Z,1,1,0,1,0.00,36.92,36.92,36.92,33,33,0,0.00
10022,2026-07-01T00:00:00.000Z,4,4,4,0,100.00,20.31,20.11,27.79,34,32,1,2.94
10022,2026-08-01T00:00:00.000Z,3,0,0,0,null,null,null,null,36,36,1,2.78
10022,2026-09-01T00:00:00.000Z,2,0,0,0,null,null,null,null,22,21,1,4.55
10023,2025-01-01T00:00:00.000Z,19,19,19,0,100.00,0.0,0.23,1.08,17,17,0,0.00
10023,2025-02-01T00:00:00.000Z,8,8,8,0,100.00,0.0,0.16,0.63,12,12,0,0.00
10023,2025-03-01T00:00:00.000Z,13,13,13,0,100.00,0.0,1.09,5.71,19,18,0,0.00
10023,2025-04-01T00:00:00.000Z,11,11,11,0,100.00,0.0,0.71,1.42,12,12,0,0.00
10023,2025-05-01T00:00:00.000Z,18,18,18,0,100.00,0.0,0.56,4.29,13,13,0,0.00
10023,2025-06-01T00:00:00.000Z,17,17,17,0,100.00,0.0,2.92,16.83,19,18,1,5.26
10023,2025-07-01T00:00:00.000Z,24,24,24,0,100.00,0.0,0.24,0.00,11,11,0,0.00
10023,2025-08-01T00:00:00.000Z,22,22,22,0,100.00,0.0,0.65,3.38,15,15,0,0.00
10023,2025-09-01T00:00:00.000Z,20,20,20,0,100.00,0.0,0.93,2.13,12,12,0,0.00
10023,2025-10-01T00:00:00.000Z,10,10,10,0,100.00,0.0,2.32,6.58,16,16,2,12.50
10023,2025-11-01T00:00:00.000Z,8,8,8,0,100.00,1.29,2.20,8.25,7,7,0,0.00
10023,2025-12-01T00:00:00.000Z,4,4,4,0,100.00,0.0,0.00,0.00,14,14,0,0.00
10023,2026-01-01T00:00:00.000Z,7,7,7,0,100.00,0.0,1.78,9.83,13,13,1,7.69
10023,2026-02-01T00:00:00.000Z,8,8,8,0,100.00,0.0,0.19,1.54,12,12,0,0.00
10023,2026-03-01T00:00:00.000Z,5,5,5,0,100.00,0.0,0.38,1.92,17,16,2,11.76
10023,2026-04-01T00:00:00.000Z,11,11,11,0,100.00,0.63,4.50,15.46,11,11,0,0.00
10023,2026-05-01T00:00:00.000Z,13,13,10,3,76.92,11.25,17.91,27.04,12,12,0,0.00
10023,2026-06-01T00:00:00.000Z,13,13,12,1,92.31,10.5,9.82,15.13,9,9,0,0.00
10023,2026-07-01T00:00:00.000Z,18,18,16,2,88.89,16.79,16.80,23.83,13,13,0,0.00
10023,2026-08-01T00:00:00.000Z,22,9,7,2,77.78,6.96,6.53,9.08,31,29,1,3.23
10023,2026-09-01T00:00:00.000Z,15,0,0,0,null,null,null,null,16,16,0,0.00
10024,2025-01-01T00:00:00.000Z,19,19,19,0,100.00,0.46,1.10,2.88,13,13,2,15.38
10024,2025-02-01T00:00:00.000Z,21,21,21,0,100.00,0.08,1.18,1.75,13,13,2,15.38
10024,2025-03-01T00:00:00.000Z,33,33,33,0,100.00,0.54,1.28,4.00,10,10,0,0.00
10024,2025-04-01T00:00:00.000Z,32,32,32,0,100.00,0.0,0.89,3.00,13,13,0,0.00
10024,2025-05-01T00:00:00.000Z,32,32,32,0,100.00,0.0,1.44,5.29,20,19,1,5.00
10024,2025-06-01T00:00:00.000Z,34,34,34,0,100.00,0.31,1.22,4.08,13,10,2,15.38
10024,2025-07-01T00:00:00.000Z,26,26,26,0,100.00,0.73,1.82,5.92,7,7,0,0.00
10024,2025-08-01T00:00:00.000Z,29,29,29,0,100.00,0.04,1.13,4.08,12,12,0,0.00
10024,2025-09-01T00:00:00.000Z,25,25,25,0,100.00,0.71,1.53,4.33,15,15,0,0.00
10024,2025-10-01T00:00:00.000Z,25,25,25,0,100.00,0.96,1.33,3.38,18,18,0,0.00
10024,2025-11-01T00:00:00.000Z,18,18,18,0,100.00,0.0,1.22,4.08,15,14,0,0.00
10024,2025-12-01T00:00:00.000Z,15,15,15,0,100.00,0.88,1.88,6.21,14,14,1,7.14
10024,2026-01-01T00:00:00.000Z,10,10,10,0,100.00,0.0,0.67,2.04,19,18,3,15.79
10024,2026-02-01T00:00:00.000Z,8,8,8,0,100.00,0.0,0.70,2.58,14,14,1,7.14
10024,2026-03-01T00:00:00.000Z,10,10,9,1,90.00,2.77,10.00,12.79,14,14,1,7.14
10024,2026-04-01T00:00:00.000Z,22,22,19,3,86.36,6.88,12.51,33.17,22,22,0,0.00
10024,2026-05-01T00:00:00.000Z,26,26,26,0,100.00,4.88,7.29,18.79,11,11,1,9.09
10024,2026-06-01T00:00:00.000Z,25,25,24,1,96.00,8.63,11.83,23.21,32,29,2,6.25
10024,2026-07-01T00:00:00.000Z,33,33,31,2,93.94,12.79,12.95,21.96,22,19,1,4.55
10024,2026-08-01T00:00:00.000Z,30,26,23,3,88.46,5.73,7.68,16.42,19,18,0,0.00
10024,2026-09-01T00:00:00.000Z,12,0,0,0,null,null,null,null,9,9,0,0.00
10025,2025-01-01T00:00:00.000Z,30,30,30,0,100.00,0.0,0.57,1.79,16,16,3,18.75
10025,2025-02-01T00:00:00.000Z,22,22,22,0,100.00,0.29,0.88,2.63,8,8,0,0.00
10025,2025-03-01T00:00:00.000Z,48,48,48,0,100.00,0.0,1.23,4.42,19,19,0,0.00
10025,2025-04-01T00:00:00.000Z,49,49,49,0,100.00,0.04,1.49,3.83,19,19,2,10.53
10025,2025-05-01T00:00:00.000Z,48,48,48,0,100.00,0.33,1.04,2.71,17,17,2,11.76
10025,2025-06-01T00:00:00.000Z,54,54,54,0,100.00,0.0,0.87,3.13,16,16,1,6.25
10025,2025-07-01T00:00:00.000Z,43,43,43,0,100.00,0.0,1.16,4.63,23,21,1,4.35
10025,2025-08-01T00:00:00.000Z,56,56,54,2,96.43,0.0,2.82,7.46,17,17,0,0.00
10025,2025-09-01T00:00:00.000Z,55,55,54,1,98.18,1.29,2.46,5.71,16,15,0,0.00
10025,2025-10-01T00:00:00.000Z,27,27,27,0,100.00,0.0,1.58,5.29,19,17,1,5.26
10025,2025-11-01T00:00:00.000Z,15,15,15,0,100.00,0.0,3.11,9.96,11,11,1,9.09
10025,2025-12-01T00:00:00.000Z,14,14,14,0,100.00,0.0,1.20,5.38,25,24,2,8.00
10025,2026-01-01T00:00:00.000Z,16,16,16,0,100.00,0.0,0.39,2.08,8,7,1,12.50
10025,2026-02-01T00:00:00.000Z,11,11,11,0,100.00,0.0,0.33,1.00,24,24,1,4.17
10025,2026-03-01T00:00:00.000Z,27,27,27,0,100.00,0.58,1.62,3.42,36,33,0,0.00
10025,2026-04-01T00:00:00.000Z,24,24,20,4,83.33,2.79,14.04,35.92,30,29,3,10.00
10025,2026-05-01T00:00:00.000Z,33,33,31,2,93.94,10.15,11.21,26.29,19,18,0,0.00
10025,2026-06-01T00:00:00.000Z,24,24,23,1,95.83,6.9,11.35,20.13,18,16,0,0.00
10025,2026-07-01T00:00:00.000Z,24,24,21,3,87.50,5.96,12.75,32.13,12,12,0,0.00
10025,2026-08-01T00:00:00.000Z,22,14,13,1,92.86,7.88,9.27,19.38,31,27,4,12.90
10025,2026-09-01T00:00:00.000Z,16,0,0,0,null,null,null,null,15,15,0,0.00
10026,2025-01-01T00:00:00.000Z,29,29,29,0,100.00,0.13,0.35,0.67,5,5,1,20.00
10026,2025-02-01T00:00:00.000Z,22,22,22,0,100.00,0.23,0.57,1.79,1,1,0,0.00
10026,2025-03-01T00:00:00.000Z,16,16,16,0,100.00,0.08,0.51,2.67,8,7,0,0.00
10026,2025-04-01T00:00:00.000Z,19,19,19,0,100.00,0.75,0.99,2.58,4,4,0,0.00
10026,2025-05-01T00:00:00.000Z,35,35,35,0,100.00,0.63,1.18,3.75,6,6,0,0.00
10026,2025-06-01T00:00:00.000Z,46,46,46,0,100.00,0.71,1.32,4.04,7,7,1,14.29
10026,2025-07-01T00:00:00.000Z,21,21,21,0,100.00,0.0,0.25,0.67,3,3,0,0.00
10026,2025-08-01T00:00:00.000Z,27,27,27,0,100.00,0.17,0.74,2.42,6,6,0,0.00
10026,2025-09-01T00:00:00.000Z,16,16,16,0,100.00,0.42,0.40,0.92,9,8,1,11.11
10026,2025-10-01T00:00:00.000Z,18,18,18,0,100.00,0.44,0.84,3.83,3,3,0,0.00
10026,2025-11-01T00:00:00.000Z,8,8,8,0,100.00,0.0,0.95,4.88,1,1,0,0.00
10026,2025-12-01T00:00:00.000Z,4,4,4,0,100.00,0.0,0.00,0.00,3,3,0,0.00
10026,2026-01-01T00:00:00.000Z,8,8,8,0,100.00,0.25,0.59,2.71,7,6,1,14.29
10026,2026-02-01T00:00:00.000Z,13,13,13,0,100.00,0.42,1.42,2.54,6,6,0,0.00
10026,2026-03-01T00:00:00.000Z,28,28,28,0,100.00,0.02,0.31,0.92,5,5,0,0.00
10026,2026-04-01T00:00:00.000Z,21,21,21,0,100.00,0.58,3.16,8.08,8,8,1,12.50
10026,2026-05-01T00:00:00.000Z,31,31,30,1,96.77,2.25,5.71,13.25,8,6,2,25.00
10026,2026-06-01T00:00:00.000Z,17,17,17,0,100.00,1.63,3.61,8.92,4,4,0,0.00
10026,2026-07-01T00:00:00.000Z,25,25,24,1,96.00,4.04,8.50,19.88,3,3,0,0.00
10026,2026-08-01T00:00:00.000Z,30,16,16,0,100.00,5.65,7.56,17.29,9,9,1,11.11
10026,2026-09-01T00:00:00.000Z,14,0,0,0,null,null,null,null,3,3,0,0.00
10027,2025-01-01T00:00:00.000Z,28,28,28,0,100.00,0.08,0.98,2.29,6,6,0,0.00
10027,2025-02-01T00:00:00.000Z,23,23,23,0,100.00,0.21,0.63,2.25,11,11,0,0.00
10027,2025-03-01T00:00:00.000Z,19,19,19,0,100.00,0.33,0.61,1.71,21,19,1,4.76
10027,2025-04-01T00:00:00.000Z,20,20,20,0,100.00,0.0,0.30,0.71,13,13,1,7.69
10027,2025-05-01T00:00:00.000Z,37,37,36,1,97.30,0.25,2.51,2.79,22,22,0,0.00
10027,2025-06-01T00:00:00.000Z,45,45,45,0,100.00,0.0,0.71,3.04,8,8,0,0.00
10027,2025-07-01T00:00:00.000Z,30,30,30,0,100.00,0.44,0.77,2.21,14,14,0,0.00
10027,2025-08-01T00:00:00.000Z,44,44,44,0,100.00,0.0,0.95,2.42,10,9,0,0.00
10027,2025-09-01T00:00:00.000Z,44,44,44,0,100.00,0.0,0.38,1.04,28,24,1,3.57
10027,2025-10-01T00:00:00.000Z,24,24,24,0,100.00,0.0,0.70,2.54,12,12,2,16.67
10027,2025-11-01T00:00:00.000Z,17,17,17,0,100.00,0.0,1.67,4.92,15,15,1,6.67
10027,2025-12-01T00:00:00.000Z,12,12,12,0,100.00,0.0,0.36,1.46,6,6,0,0.00
10027,2026-01-01T00:00:00.000Z,14,14,14,0,100.00,0.0,0.24,0.00,18,16,1,5.56
10027,2026-02-01T00:00:00.000Z,12,12,11,1,91.67,0.0,3.11,2.88,8,8,0,0.00
10027,2026-03-01T00:00:00.000Z,23,23,22,1,95.65,0.5,2.74,2.04,4,3,1,25.00
10027,2026-04-01T00:00:00.000Z,18,18,18,0,100.00,1.73,6.20,25.08,12,12,0,0.00
10027,2026-05-01T00:00:00.000Z,51,51,51,0,100.00,3.71,5.89,12.42,14,14,0,0.00
10027,2026-06-01T00:00:00.000Z,35,35,35,0,100.00,3.42,7.82,24.13,10,10,0,0.00
10027,2026-07-01T00:00:00.000Z,43,43,36,7,83.72,4.04,10.58,31.88,17,16,1,5.88
10027,2026-08-01T00:00:00.000Z,33,24,22,2,91.67,4.08,7.18,18.83,18,18,0,0.00
10027,2026-09-01T00:00:00.000Z,43,0,0,0,null,null,null,null,10,10,0,0.00
10028,2025-01-01T00:00:00.000Z,18,18,18,0,100.00,0.0,0.08,0.04,14,14,0,0.00
10028,2025-02-01T00:00:00.000Z,17,17,17,0,100.00,0.0,0.57,1.25,10,10,0,0.00
10028,2025-03-01T00:00:00.000Z,43,43,43,0,100.00,0.25,0.61,2.33,15,15,0,0.00
10028,2025-04-01T00:00:00.000Z,19,19,19,0,100.00,0.0,0.90,4.04,16,16,1,6.25
10028,2025-05-01T00:00:00.000Z,27,27,27,0,100.00,0.0,0.78,3.38,9,9,0,0.00
10028,2025-06-01T00:00:00.000Z,30,30,30,0,100.00,0.0,1.33,4.50,17,17,0,0.00
10028,2025-07-01T00:00:00.000Z,21,21,20,1,95.24,1.04,4.92,6.13,14,14,1,7.14
10028,2025-08-01T00:00:00.000Z,19,19,19,0,100.00,0.0,0.83,3.42,17,17,0,0.00
